newspaper	date	wk
the-pacific-commercial-advertiser	1891-02-04	0
mower-county-transcript	1891-02-18	0
evening-journal	1891-01-23	0.0171
evening-capital-journal	1890-12-23	0
the-record-union	1891-03-04	0
daily-yellowstone-journal	1891-02-01	0
the-princeton-union	1891-02-26	0
freeland-tribune	1891-01-01	0
los-angeles-herald	1891-02-26	0
the-state-chronicle	1891-02-04	0
the-morning-call	1890-11-26	0
dziennik-chicagoski	1890-12-15	0
capital-city-courier	1890-12-13	0
the-seattle-post-intelligencer	1890-12-27	0
süd-california-deutsche-zeitung	1890-12-19	0
the-hawaiian-gazette	1891-02-24	0
daily-yellowstone-journal	1891-02-15	0
the-hocking-sentinel	1891-03-05	0
the-morning-news	1890-11-22	0
freeland-tribune	1891-01-15	0
tombstone-daily-prospector	1890-12-23	0.0103
the-record-union	1891-03-10	0
the-pacific-commercial-advertiser	1891-02-10	0
the-republican-journal	1890-11-13	0
little-falls-transcript	1891-02-27	0
new-york-tribune	1890-11-26	0
the-portland-daily-press	1891-03-03	0
the-wheeling-daily-intelligencer	1890-12-09	0
semi-weekly-interior-journal	1891-03-03	0
the-times	1890-11-26	0
democratic-northwest	1891-01-22	0
the-bossier-banner	1891-01-08	0
alexandria-gazette	1890-12-22	0
yorkville-enquirer	1891-02-04	0
the-indianapolis-journal	1891-03-11	0
dziennik-chicagoski	1890-12-29	0
the-yakima-herald	1891-02-05	0
the-democrat	1891-03-19	0
the-wichita-daily-eagle	1890-12-11	0
rock-island-daily-argus	1890-12-09	0
emmons-county-record	1890-12-12	0
the-l'anse-sentinel	1890-11-08	0
the-wichita-daily-eagle	1890-12-05	0
freeland-tribune	1891-01-29	0
arizona-weekly-citizen	1890-12-06	0
catoctin-clarion	1891-02-26	0
the-indianapolis-journal	1891-03-05	0
the-lafayette-advertiser	1890-12-13	0
semi-weekly-interior-journal	1891-03-17	0
echo-de-l'ouest	1890-11-20	0
the-greenville-times	1891-03-07	0
the-portland-daily-press	1891-03-17	0
süd-california-deutsche-zeitung	1890-12-24	0
yorkville-enquirer	1891-02-11	0
the-indianapolis-journal	1891-03-04	0
the-wichita-daily-eagle	1890-12-04	0
daily-yellowstone-journal	1891-02-28	0
the-portland-daily-press	1891-03-16	0
the-hickman-courier	1891-01-16	0
dodge-city-times	1890-11-28	0
the-black-hills-union	1891-03-20	0
mower-county-transcript	1891-02-25	0
the-times	1890-11-27	0
the-portland-daily-press	1891-03-02	0
the-wheeling-daily-intelligencer	1890-12-08	0
new-york-tribune	1890-11-27	0
kansas-agitator	1890-11-24	0
arizona-weekly-citizen	1890-12-13	0
rock-island-daily-argus	1890-12-08	0
the-wichita-daily-eagle	1890-12-10	0
the-lafayette-advertiser	1890-12-06	0
the-indianapolis-journal	1891-03-10	0
herald-and-news	1891-03-05	0
the-caucasian	1891-03-12	0
alexandria-gazette	1890-12-23	0
the-state-chronicle	1891-02-11	0
juniata-sentinel-and-republican	1890-12-03	0
the-morning-news	1890-11-23	0
the-intelligencer	1891-02-07	0
rock-island-daily-argus	1890-12-20	0
tombstone-daily-prospector	1890-12-22	0
daily-yellowstone-journal	1891-02-14	0
the-aegis-&-intelligencer	1891-01-30	0
the-western-sentinel	1891-03-05	0
capital-city-courier	1890-12-06	0
the-seattle-post-intelligencer	1890-12-26	0
the-newtown-bee	1891-02-20	0
the-pacific-commercial-advertiser	1891-02-11	0
dodge-city-times	1890-11-14	0
the-record-union	1891-03-11	0
the-wheeling-daily-intelligencer	1890-12-20	0
the-record-union	1891-03-05	0
evening-capital-journal	1890-12-22	0
evening-journal	1891-01-22	0.0138
the-republican-journal	1890-11-06	0
the-pacific-commercial-advertiser	1891-02-05	0
orleans-county-monitor	1891-02-09	0
the-morning-call	1890-11-27	0
juniata-sentinel-and-republican	1890-12-17	0
los-angeles-herald	1891-02-27	0
the-climax	1890-11-19	0
the-delta-independent	1890-11-04	0
the-madison-daily-leader	1891-03-23	0
wood-county-reporter	1891-03-26	0
the-wilmington-daily-republican	1891-02-06	0
waterbury-evening-democrat	1890-11-22	0
idaho-semi-weekly-world	1890-11-07	0
daily-tobacco-leaf-chronicle	1890-11-22	0
asheville-daily-citizen	1890-11-26	0
st	1891-02-16	0
the-evening-world	1890-12-25	0
the-hope-pioneer	1891-01-09	0.0117
the-helena-independent	1890-11-17	0
the-anaconda-standard	1890-12-10	0
turner-county-herald	1891-02-26	0
the-evening-world	1890-12-31	0
st	1891-02-02	0
the-helena-independent	1890-11-03	0
the-anaconda-standard	1890-12-04	0
santa-fe-daily-new-mexican	1890-11-14	0
the-wahpeton-times	1891-02-12	0
der-deutsche-correspondent	1890-12-20	0
phillipsburg-herald	1890-12-18	0
the-roanoke-times	1891-01-09	0
bismarck-weekly-tribune	1891-03-20	0
pittsburg-dispatch	1891-03-22	0
the-wilmington-daily-republican	1891-02-12	0
the-pioche-weekly-record	1890-12-27	0
the-roanoke-times	1891-01-21	0
lewiston-teller	1891-03-05	0
the-evening-bulletin	1891-03-12	0
richmond-dispatch	1890-12-23	0
fergus-county-argus	1890-12-04	0
the-evening-world	1890-12-19	0
the-maryville-times	1891-01-21	0
oxford-eagle	1890-11-20	0
der-deutsche-correspondent	1890-12-08	0
the-sully-county-watchman	1890-11-08	0
the-farmers'-union	1891-02-26	0
marble-hill-press	1891-03-26	0
santa-fe-daily-new-mexican	1890-11-28	0
the-evening-bulletin	1891-03-06	0
wheeling-register	1891-03-26	0
the-gold-leaf	1891-03-19	0
the-manning-times	1890-12-24	0
dakota-farmers'-leader	1891-03-05	0
the-state-rights-democrat	1891-03-27	0
virginia-free-press	1891-02-11	0
semi-weekly-interior-journal	1890-12-30	0
the-jersey-city-news	1890-11-22	0
the-greenville-times	1890-12-20	0
washington-standard	1891-01-02	0
arizona-weekly-citizen	1891-03-21	0
the-wichita-daily-eagle	1891-03-22	0
delaware-gazette-and-state-journal	1891-02-19	0
the-stark-county-democrat	1891-02-26	0
the-daily-bulletin	1890-11-17	0
omaha-daily-bee	1890-11-06	0
iowa-county-democrat	1890-12-19	0
the-indianapolis-journal	1890-12-22	0
alexandria-gazette	1891-03-11	0
deseret-evening-news	1890-11-08	0
the-daily-bulletin	1890-11-03	0
omaha-daily-bee	1890-11-12	0
the-seattle-post-intelligencer	1891-03-28	0
alexandria-gazette	1891-03-05	0
the-manchester-journal	1891-02-19	0
the-portland-daily-press	1890-12-24	0
washington-standard	1891-01-16	0
the-wheeling-daily-intelligencer	1891-03-06	0
evening-capital-journal	1891-03-10	0
the-daily-state-chronicle	1891-02-22	0
the-hartford-herald	1891-01-21	0
baxter-springs-news	1891-01-10	0.0442
the-salt-lake-herald	1891-02-06	0
dziennik-chicagoski	1891-03-26	0
the-herald-advance	1891-02-13	0
juniata-sentinel-and-republican	1891-03-25	0
the-opelousas-courier	1891-01-03	0
the-kimball-graphic	1890-11-21	0
rock-island-daily-argus	1891-03-06	0
tombstone-daily-prospector	1891-03-04	0
alpena-weekly-argus	1890-11-12	0
the-opelousas-courier	1891-01-17	0
the-saline-county-journal	1890-12-18	0
rock-island-daily-argus	1891-03-12	0
the-salt-lake-herald	1891-02-12	0
the-seattle-post-intelligencer	1891-03-14	0
deseret-evening-news	1890-11-20	0
lyon-county-times	1890-11-22	0
the-portland-daily-press	1890-12-18	0
the-wheeling-daily-intelligencer	1891-03-12	0
morning-appeal	1891-01-22	0
evening-capital-journal	1891-03-04	0
the-evening-world	1891-03-03	0
daily-independent	1891-01-17	0
sturgis-advertiser	1891-01-29	0.014
the-globe-republican	1891-02-04	0
evening-star	1891-02-16	0
telegram-herald	1890-11-01	0
der-deutsche-correspondent	1891-03-12	0
the-irish-standard	1890-11-29	0
bismarck-weekly-tribune	1890-12-12	0
arizona-republican	1891-01-21	0.016
the-kinsley-graphic	1891-03-13	0
the-madison-daily-leader	1890-12-05	0
the-southern-herald	1890-11-28	0
pittsburg-dispatch	1890-12-10	0
the-evening-bulletin	1890-12-08	0
wessington-springs-herald	1891-01-16	0.015
the-madison-daily-leader	1890-12-11	0
pittsburg-dispatch	1890-12-04	0
the-sun	1891-02-21	0
wessington-springs-herald	1891-01-02	0
wood-river-times	1891-01-28	0
the-pickens-sentinel	1891-02-12	0
evening-star	1891-02-02	0
bridgeton-pioneer	1891-02-26	0
telegram-herald	1890-11-15	0
der-deutsche-correspondent	1891-03-06	0
fergus-falls-ugeblad	1891-01-21	0
belmont-chronicle	1891-03-26	0
the-evening-world	1891-03-17	0
daily-independent	1891-01-03	0
freie-presse-für-texas	1891-01-27	0
the-anaconda-standard	1891-03-22	0
new-ulm-weekly-review	1890-11-05	0
weekly-expositor	1891-01-23	0
maryland-independent	1890-12-05	0
the-dalles-daily-chronicle	1891-02-17	0
the-irish-standard	1890-11-15	0
sturgis-advertiser	1891-01-15	0
morning-journal-and-courier	1890-11-03	0
griggs-courier	1891-03-06	0
gazeta-de-puerto-rico	1891-02-17	0
the-southern-herald	1890-11-14	0
the-sun	1891-02-09	0
richmond-dispatch	1891-03-05	0
the-bennington-banner	1891-02-26	0
the-great-west	1891-01-16	0
arizona-republican	1891-01-09	0.0349
the-great-west	1891-01-02	0
the-evening-bulletin	1890-12-20	0.0114
sacramento-daily-record-union	1890-12-27	0
wood-river-times	1891-01-14	0
richmond-dispatch	1891-03-11	0
the-forrest-city-times	1891-01-16	0.0112
morning-journal-and-courier	1890-11-17	0
the-prison-mirror	1890-12-18	0
sturgis-advertiser	1891-01-01	0
gazeta-de-puerto-rico	1891-02-03	0
vermont-phœnix	1891-02-27	0
telegram-herald	1890-11-29	0
the-dalles-daily-chronicle	1891-02-03	0
arizona-weekly-citizen	1891-01-24	0.0374
the-wichita-daily-eagle	1891-01-27	0.0115
western-liberal	1891-03-06	0
alexandria-gazette	1891-01-14	0
mower-county-transcript	1890-11-12	0
the-hartford-herald	1891-03-18	0
orange-county-observer	1891-03-07	0
the-times	1891-02-10	0
new-york-tribune	1891-02-10	0
weekly-graphic	1890-12-19	0
evening-journal	1890-12-29	0
evening-capital-journal	1891-01-29	0
new-york-tribune	1891-02-04	0
washington-standard	1891-03-13	0
the-republican-journal	1891-02-19	0
the-times	1891-02-04	0
the-yakima-herald	1890-11-27	0
emmons-county-record	1891-01-30	0.0155
the-morning-news	1891-02-28	0
tombstone-daily-prospector	1891-01-29	0
the-seattle-post-intelligencer	1891-01-05	0.0181
dziennik-chicagoski	1891-01-23	0
alexandria-gazette	1891-01-28	0
the-brookhaven-leader	1891-03-05	0
the-morning-call	1891-02-10	0
the-frankfort-roundabout	1890-11-08	0
rock-island-daily-argus	1891-01-03	0.02
los-angeles-herald	1890-11-10	0
deming-headlight	1891-02-07	0
the-wheeling-daily-intelligencer	1891-01-03	0.0401
evening-journal	1890-12-15	0
the-watchman-and-southron	1890-11-19	0
evening-capital-journal	1891-01-15	0
the-people's-journal	1891-03-12	0
the-midland-journal	1891-02-27	0
the-pacific-commercial-advertiser	1890-11-26	0
the-wheeling-daily-intelligencer	1891-01-17	0.025
evening-journal	1890-12-01	0
morning-appeal	1891-03-27	0
the-morning-call	1891-02-04	0
daily-yellowstone-journal	1890-11-23	0.0108
the-morning-news	1891-02-14	0
rock-island-daily-argus	1891-01-17	0.0174
tombstone-daily-prospector	1891-01-15	0.0167
los-angeles-herald	1890-11-04	0
capital-city-courier	1891-01-31	0
the-seattle-post-intelligencer	1891-01-11	0.0254
arizona-republican	1891-03-24	0
frostburg-mining-journal	1891-01-10	0
idaho-semi-weekly-world	1891-02-24	0
butler-citizen	1890-12-19	0
oxford-democrat	1890-11-18	0
the-kinsley-graphic	1891-01-16	0.016
lawrence-democrat	1891-01-30	0
wessington-springs-herald	1891-03-13	0
the-vermont-watchman	1891-03-25	0
the-bolivar-bulletin	1891-02-06	0
the-evening-world	1891-01-06	0.012
la-correspondencia-de-puerto-rico	1891-02-09	0
daily-independent	1891-03-12	0
asheville-daily-citizen	1891-02-05	0
der-deutsche-correspondent	1891-01-17	0
the-mccook-tribune	1890-12-05	0
santa-fe-daily-new-mexican	1891-02-23	0
the-weekly-union-times	1891-03-20	0
asheville-daily-citizen	1891-02-11	0
der-deutsche-correspondent	1891-01-03	0
the-russellville-democrat	1891-01-15	0.0134
st	1890-11-21	0
the-evening-world	1891-01-12	0
daily-independent	1891-03-06	0
the-anaconda-standard	1891-01-27	0.012
the-helena-independent	1891-02-20	0
richmond-dispatch	1891-01-28	0
the-kinsley-graphic	1891-01-02	0.0282
wood-river-times	1891-03-05	0
the-roanoke-times	1890-12-02	0
arizona-republican	1891-03-18	0
weekly-independent	1890-11-09	0
the-great-west	1891-03-13	0
the-appeal	1891-02-07	0
ameryka	1890-11-22	0
st	1890-11-09	0
the-helena-independent	1891-02-08	0
the-forrest-city-times	1891-03-13	0
la-correspondencia-de-puerto-rico	1891-02-21	0
the-news-herald	1890-11-20	0
fergus-falls-ugeblad	1891-03-18	0
the-pioche-weekly-record	1891-01-10	0
the-manning-times	1891-01-07	0
the-iola-register	1891-02-13	0
wood-river-times	1891-03-11	0
richmond-dispatch	1891-01-14	0
the-holt-county-sentinel	1891-01-09	0
the-record-union	1891-01-28	0.016
the-portland-daily-press	1891-01-13	0.0136
brenham-weekly-banner	1891-02-26	0
the-daily-morning-astorian	1890-12-23	0
the-greenville-times	1891-01-03	0.0184
the-hickman-courier	1891-03-13	0
ellsworth-american	1890-11-13	0
semi-weekly-interior-journal	1891-01-13	0
omaha-daily-bee	1891-02-25	0
the-salt-lake-herald	1890-11-19	0
the-national-tribune	1891-02-26	0
the-indianapolis-journal	1891-01-01	0.0183
mexico-weekly-ledger	1891-02-12	0
the-critic	1891-02-19	0
the-indiana-state-sentinel	1891-01-07	0.0286
the-superior-times	1890-11-29	0
the-big-stone-post	1890-11-28	0
the-hocking-sentinel	1891-01-29	0.0114
the-daily-bulletin	1891-02-20	0
the-indianapolis-journal	1891-01-15	0.0325
virginia-free-press	1890-11-26	0
the-daily-state-chronicle	1890-11-29	0
democratic-northwest	1891-03-26	0
the-portland-daily-press	1891-01-07	0
burlington-weekly-free-press	1891-02-20	0
the-greenville-times	1891-01-17	0.0136
the-daily-state-chronicle	1890-11-01	0
the-record-union	1891-01-14	0.0304
the-florida-agriculturist	1890-11-12	0
southern-standard	1891-02-21	0
jamestown-weekly-alert	1890-11-27	0
the-opelousas-courier	1890-12-20	0
alpena-weekly-argus	1891-02-25	0
the-superior-times	1890-11-01	0
the-critic	1891-02-25	0
the-hocking-sentinel	1891-01-01	0
the-salt-lake-herald	1890-11-25	0
omaha-daily-bee	1891-02-19	0
delaware-gazette-and-state-journal	1890-11-06	0
deseret-evening-news	1891-02-17	0
the-indianapolis-journal	1891-01-29	0.0141
deseret-evening-news	1891-02-03	0
the-superior-times	1890-11-15	0
freeland-tribune	1891-03-05	0
the-big-stone-post	1890-11-14	0
the-hocking-sentinel	1891-01-15	0
the-mitchell-capital	1890-12-05	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1890-11-08	0
the-manchester-journal	1890-11-06	0
the-state-republican	1890-12-25	0
watauga-democrat	1890-12-11	0
evening-journal	1891-03-27	0
the-daily-state-chronicle	1890-11-15	0
baxter-springs-news	1890-12-27	0
telegram-herald	1891-02-22	0
the-maryville-times	1891-03-18	0
the-jasper-weekly-courier	1890-12-24	0
nevada-county-picayune	1890-12-18	0
flat-top-monitor	1891-03-12	0
freie-presse-für-texas	1890-12-10	0
gazeta-de-puerto-rico	1890-11-08	0
oakes-weekly-republican	1890-12-19	0
the-sun	1890-11-16	0
the-madison-daily-leader	1891-01-26	0.0105
the-vermont-watchman	1890-12-03	0
evening-capital	1891-02-09	0
arizona-republican	1890-12-02	0
the-roanoke-times	1891-03-18	0
boletín-mercantil-de-puerto-rico	1891-02-20	0
fort-worth-daily-gazette	1890-12-16	0
arizona-republican	1890-12-16	0
fort-worth-daily-gazette	1890-12-02	0
the-sun	1890-11-02	0
pittsburg-dispatch	1891-01-27	0.0128
news-and-citizen	1890-11-27	0
the-vermont-watchman	1890-12-17	0
freie-presse-für-texas	1890-12-04	0
daily-independent	1890-12-20	0
iron-county-register	1891-01-29	0
sullivan-republican	1890-12-05	0
evening-star	1890-11-21	0
the-charlotte-democrat	1891-01-09	0
daily-independent	1890-12-08	0
morning-journal-and-courier	1891-02-20	0
iron-county-register	1891-01-01	0
pullman-herald	1891-01-31	0
the-roanoke-times	1891-03-24	0
the-evening-bulletin	1891-01-17	0.0243
the-gold-leaf	1891-01-08	0
wood-river-times	1890-12-23	0
sacramento-daily-record-union	1891-01-04	0.0286
the-evening-bulletin	1891-01-03	0.0409
wheeling-register	1891-01-23	0.0118
evening-capital	1891-02-21	0
boletín-mercantil-de-puerto-rico	1891-02-08	0
iron-county-register	1891-01-15	0.0104
gazeta-de-puerto-rico	1890-11-20	0
connecticut-western-news	1891-03-25	0
lake-charles-commercial	1891-01-31	0
the-sun	1890-11-28	0
the-evening-bulletin	1891-01-15	0.0551
the-sunday-herald-and-weekly-national-intelligencer	1890-12-28	0
fort-worth-daily-gazette	1890-12-28	0
the-roanoke-times	1891-03-26	0
the-charlotte-democrat	1891-01-23	0
the-globe-republican	1890-11-19	0
south-branch-intelligencer	1890-11-21	0
the-austin-weekly-statesman	1890-11-06	0
the-newberry-herald-and-news	1890-12-25	0
gazeta-de-puerto-rico	1890-11-22	0
new-ulm-weekly-review	1891-02-18	0
the-new-north-west	1891-03-27	0
clinch-valley-news	1890-11-14	0
maryland-independent	1891-01-30	0
telegram-herald	1891-02-08	0
the-bennington-banner	1890-11-13	0
arizona-republican	1890-12-28	0
evening-capital	1891-02-23	0
wheeling-register	1891-01-21	0
pittsburg-dispatch	1891-01-19	0.0191
the-dispatch	1891-03-18	0
the-evening-bulletin	1891-01-01	0.03
sacramento-daily-record-union	1891-01-06	0.0242
the-sunday-herald-and-weekly-national-intelligencer	1890-12-14	0
fort-worth-daily-gazette	1890-12-14	0
the-farmers'-alliance	1891-01-31	0.0116
boletín-mercantil-de-puerto-rico	1891-02-22	0
the-pickens-sentinel	1890-11-27	0
pittsburg-dispatch	1891-01-31	0
the-madison-daily-leader	1891-01-24	0
wheeling-register	1891-01-09	0.0349
the-evening-bulletin	1891-01-29	0.0169
the-sun	1890-11-14	0
the-pioneer-express	1890-12-05	0
shenandoah-herald	1891-03-13	0
freie-presse-für-texas	1890-12-12	0
the-philipsburg-mail	1890-12-04	0
telegram-herald	1891-02-20	0
bridgeton-pioneer	1890-11-13	0
the-abbeville-press-and-banner	1890-12-31	0
clinch-valley-news	1890-11-28	0
the-port-gibson-reveille	1891-03-18	0
thomas-county-cat	1890-11-20	0
daily-independent	1890-12-22	0
freie-presse-für-texas	1890-12-06	0
the-gold-leaf	1891-01-22	0
wood-river-times	1890-12-09	0
the-carbon-advocate	1891-01-31	0
pittsburg-dispatch	1891-01-25	0.013
the-madison-daily-leader	1891-01-30	0
watertown-republican	1891-01-21	0
arizona-republican	1890-12-14	0
union-county-courier	1890-12-24	0
the-salt-lake-herald	1890-11-27	0
the-critic	1891-02-27	0
evening-journal	1891-03-31	0
morning-appeal	1890-12-17	0
the-record-union	1891-01-16	0.0326
la-voz-del-pueblo	1891-01-17	0
the-bossier-banner	1891-03-26	0
la-voz-del-pueblo	1891-01-03	0
evening-journal	1891-03-25	0
morning-appeal	1890-12-03	0
the-daily-morning-astorian	1890-12-09	0
the-holt-county-sentinel	1891-01-23	0
middlebury-register	1890-11-28	0
the-louisiana-democrat	1890-11-12	0
the-caucasian	1891-01-29	0
the-hot-springs-star	1891-02-13	0
the-colfax-chronicle	1890-12-13	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1890-11-22	0
the-lincoln-county-leader	1891-02-07	0
the-caucasian	1891-01-01	0
the-indianapolis-journal	1891-01-03	0.0368
omaha-daily-bee	1891-02-27	0
the-jersey-city-news	1891-02-03	0
the-butler-weekly-times	1891-01-07	0
the-washburn-leader	1890-12-13	0
the-daily-morning-astorian	1890-12-21	0
evening-journal	1891-03-19	0
the-portland-daily-press	1891-01-05	0.0142
the-jersey-city-news	1891-02-17	0
the-caucasian	1891-01-15	0
the-indianapolis-journal	1891-01-17	0.0238
the-press	1891-02-19	0
middlebury-register	1890-11-14	0
the-caldwell-tribune	1890-11-01	0
mineral-point-tribune	1891-01-17	0.0149
sturgis-advertiser	1891-03-12	0
alma-record	1891-03-20	0
der-deutsche-correspondent	1891-01-29	0
the-comet	1890-12-11	0
richmond-dispatch	1891-01-02	0
connecticut-western-news	1890-12-03	0
wood-river-times	1891-03-07	0
richmond-dispatch	1891-01-16	0.0132
wood-river-times	1891-03-13	0
connecticut-western-news	1890-12-17	0
the-semi-weekly-tribune	1890-11-29	0
santa-fe-daily-new-mexican	1891-02-09	0
morris-tribune	1891-03-11	0
the-anaconda-standard	1891-01-19	0.01
the-caldwell-tribune	1890-11-15	0
la-correspondencia-de-puerto-rico	1891-02-23	0
mineral-point-tribune	1891-01-03	0
the-wahpeton-times	1890-11-27	0
der-deutsche-correspondent	1891-01-15	0
santa-fe-daily-new-mexican	1891-02-21	0
asheville-daily-citizen	1891-02-07	0
macon-beacon	1890-12-20	0
turner-county-herald	1890-11-13	0
daily-independent	1891-03-10	0
fisherman-&-farmer	1891-02-06	0.0224
daily-tobacco-leaf-chronicle	1891-02-03	0
the-semi-weekly-tribune	1890-11-01	0
waterbury-evening-democrat	1891-02-03	0
arizona-republican	1891-03-26	0
