newspaper	date	wk
the-indianapolis-journal	1890-11-21	0
hopkinsville-kentuckian	1890-12-16	0
albuquerque-weekly-citizen	1891-01-24	0
aberdeen-herald	1891-02-26	0
the-st	1891-01-15	0
new-york-tribune	1891-03-16	0
watauga-democrat	1891-02-19	0
the-portland-daily-press	1890-11-27	0
new-york-tribune	1891-03-02	0
the-meeker-herald	1890-11-15	0
the-daily-state-chronicle	1891-01-09	0
omaha-daily-bee	1890-12-11	0
herald-and-news	1890-11-20	0
hopkinsville-kentuckian	1890-12-02	0
the-corvallis-gazette	1890-11-07	0
the-opelousas-courier	1891-02-28	0
scranton-wochenblatt	1891-01-22	0
the-critic-and-record	1891-03-30	0
the-lebanon-express	1891-01-02	0
the-saline-county-journal	1890-11-27	0
orange-county-observer	1891-02-14	0
the-times	1891-03-03	0
albuquerque-weekly-citizen	1891-01-31	0
the-daily-state-chronicle	1891-01-08	0.0202
virginia-free-press	1891-01-07	0
new-york-tribune	1891-03-03	0
deming-headlight	1891-03-28	0
the-portland-daily-press	1890-11-26	0
the-rugby-news	1890-12-13	0
the-big-stone-post	1891-01-09	0.0133
the-critic-and-record	1891-03-31	0
the-daily-bulletin	1890-12-01	0
omaha-daily-bee	1890-12-10	0
the-indianapolis-journal	1890-11-20	0
the-daily-bulletin	1890-12-15	0
omaha-daily-bee	1890-12-04	0
middlebury-register	1891-01-23	0
morning-appeal	1891-02-08	0
the-greenville-times	1890-11-22	0
new-york-tribune	1891-03-17	0
the-holt-county-sentinel	1890-11-28	0
the-jersey-city-news	1890-12-20	0
the-times	1891-03-17	0
echo-de-l'ouest	1891-03-05	0
morning-appeal	1891-02-20	0
deming-headlight	1891-03-14	0
the-jersey-city-news	1890-12-08	0
the-midland-journal	1891-03-20	0
lyon-county-times	1890-12-20	0
orange-county-observer	1891-02-28	0
deseret-evening-news	1890-12-22	0
the-indianapolis-journal	1890-11-08	0
union-county-courier	1891-02-13	0
the-salt-lake-herald	1891-01-10	0.0206
the-morning-news	1891-03-13	0
the-cambria-freeman	1891-02-13	0
the-morning-call	1891-03-03	0
alpena-weekly-argus	1890-12-10	0
the-hocking-sentinel	1890-11-20	0
the-morning-news	1891-03-07	0
the-morning-call	1891-03-17	0
spirit-of-jefferson	1890-12-23	0
the-daily-bulletin	1890-12-29	0
the-salt-lake-herald	1891-01-04	0.013
the-daily-state-chronicle	1891-01-20	0
the-holt-county-sentinel	1890-11-14	0
the-helena-independent	1891-03-27	0
freie-presse-für-texas	1891-02-25	0
morning-journal-and-courier	1890-12-29	0
santa-fe-daily-new-mexican	1891-03-30	0
the-charlotte-democrat	1890-11-28	0
elmore-bulletin	1891-01-24	0.0141
telegram-herald	1890-12-17	0
asheville-daily-citizen	1891-03-16	0
arizona-weekly-journal-miner	1891-02-18	0
daily-tobacco-leaf-chronicle	1891-03-12	0
the-appeal	1891-03-28	0
waterbury-evening-democrat	1891-03-12	0
wiarus	1891-03-05	0
the-madison-daily-leader	1890-11-13	0
idaho-news	1891-01-31	0
pittsburg-dispatch	1890-11-06	0
the-sun	1891-01-23	0.0167
sacramento-daily-record-union	1890-11-19	0
the-madison-daily-leader	1890-11-07	0
pittsburg-dispatch	1890-11-12	0
the-redwood-gazette	1891-01-08	0.026
daily-tobacco-leaf-chronicle	1891-03-06	0
waterbury-evening-democrat	1891-03-06	0
fair-play	1890-12-06	0
santa-fe-daily-new-mexican	1891-03-24	0
the-weekly-union-times	1891-02-27	0
evening-star	1891-01-14	0.0131
the-dalles-daily-chronicle	1891-01-29	0
asheville-daily-citizen	1891-03-02	0
telegram-herald	1890-12-03	0
gazeta-de-puerto-rico	1891-01-29	0
the-charlotte-democrat	1890-11-14	0
perrysburg-journal	1891-01-31	0
the-dalles-daily-chronicle	1891-01-01	0
gazeta-de-puerto-rico	1891-01-01	0
the-united-opinion	1890-12-26	0
la-correspondencia-de-puerto-rico	1891-03-26	0
morning-journal-and-courier	1890-12-15	0
freie-presse-für-texas	1891-02-19	0
wood-river-times	1891-02-16	0
the-evening-bulletin	1890-11-22	0
sacramento-daily-record-union	1890-11-25	0
the-appeal	1891-03-14	0
dakota-farmers'-leader	1890-11-21	0
wood-river-times	1891-02-02	0
staunton-spectator	1890-11-19	0
south-branch-intelligencer	1891-01-16	0
gazeta-de-puerto-rico	1891-01-15	0
the-newberry-herald-and-news	1891-02-12	0
iron-county-register	1890-11-20	0
morning-journal-and-courier	1890-12-01	0
nevada-county-picayune	1891-02-05	0
santa-fe-daily-new-mexican	1891-03-18	0
clinch-valley-news	1891-01-23	0
evening-star	1891-01-28	0.0138
maryland-independent	1890-11-07	0
the-dalles-daily-chronicle	1891-01-15	0.0172
yorkville-enquirer	1891-01-07	0
alexandria-gazette	1890-11-21	0
the-daily-bulletin	1891-03-27	0
tombstone-daily-prospector	1890-11-08	0
the-morning-news	1890-12-09	0
the-wichita-daily-eagle	1890-11-12	0
los-angeles-herald	1891-01-19	0.0112
the-morning-call	1890-12-19	0
richmond-planet	1890-12-27	0
the-ketchum-keystone	1890-12-27	0
burlington-weekly-free-press	1891-03-27	0
new-york-tribune	1890-12-25	0
the-times	1890-12-25	0
the-jersey-city-news	1891-03-12	0
the-times	1890-12-31	0
the-jersey-city-news	1891-03-06	0
evening-capital-journal	1890-11-08	0
new-york-tribune	1890-12-31	0
the-wichita-daily-eagle	1890-11-06	0
the-seattle-post-intelligencer	1890-11-18	0
omaha-daily-bee	1891-03-22	0
arizona-silver-belt	1890-11-29	0
los-angeles-herald	1891-01-25	0
the-morning-call	1890-12-25	0
the-state-chronicle	1891-01-07	0.0176
deseret-evening-news	1891-03-04	0
the-seattle-post-intelligencer	1890-11-30	0
arizona-silver-belt	1890-11-01	0
the-pacific-commercial-advertiser	1891-01-07	0
the-times	1890-12-19	0
the-republican-journal	1890-12-04	0
evening-capital-journal	1890-11-20	0
evening-journal	1891-02-20	0
new-york-tribune	1890-12-19	0
the-wheeling-daily-intelligencer	1890-11-22	0
the-weekly-messenger	1891-02-21	0
the-pacific-commercial-advertiser	1891-01-13	0
the-midland-journal	1890-12-12	0
the-forest-republican	1891-01-21	0
deseret-evening-news	1891-03-10	0
the-seattle-post-intelligencer	1890-11-24	0
the-hawaiian-gazette	1891-01-27	0
arizona-silver-belt	1890-11-15	0
los-angeles-herald	1891-01-31	0
the-morning-news	1890-12-21	0
rock-island-daily-argus	1890-11-22	0
tombstone-daily-prospector	1890-11-20	0
daily-yellowstone-journal	1891-01-16	0.0208
the-morning-call	1890-12-31	0
the-wilmington-daily-republican	1891-01-10	0.0181
richmond-dispatch	1890-11-09	0
der-westbote	1891-01-08	0
the-dispatch	1891-02-21	0
shepherdstown-register	1891-03-13	0
santa-fe-daily-new-mexican	1890-12-16	0
der-deutsche-correspondent	1890-11-22	0
asheville-daily-citizen	1890-12-30	0
telegram-herald	1891-03-31	0
the-camden-journal	1891-01-08	0
the-helena-independent	1890-12-01	0
the-anaconda-standard	1890-11-06	0
savannah-courier	1891-01-22	0.0191
the-helena-independent	1890-12-15	0
the-anaconda-standard	1890-11-12	0
la-correspondencia-de-puerto-rico	1890-12-28	0
st	1891-01-14	0.017
the-evening-world	1890-11-27	0
the-russellville-democrat	1890-11-20	0
santa-fe-daily-new-mexican	1890-12-02	0
telegram-herald	1891-03-25	0
asheville-daily-citizen	1890-12-24	0
the-news-herald	1891-01-29	0.0102
daily-tobacco-leaf-chronicle	1890-12-20	0
waterbury-evening-democrat	1890-12-20	0
idaho-semi-weekly-world	1890-12-05	0
daily-tobacco-leaf-chronicle	1890-12-08	0
the-progressive-farmer	1891-01-20	0
the-manning-times	1890-11-26	0
evening-capital	1891-03-26	0
waterbury-evening-democrat	1890-12-08	0
the-comet	1891-02-26	0
mineral-point-tribune	1890-11-20	0
ameryka	1891-01-17	0
the-news-herald	1891-01-01	0
ameryka	1891-01-03	0
asheville-daily-citizen	1890-12-18	0
telegram-herald	1891-03-19	0
the-news-herald	1891-01-15	0
the-helena-independent	1890-12-29	0
morning-journal-and-courier	1891-03-27	0
st	1891-01-28	0.0111
richmond-dispatch	1890-11-21	0
fergus-county-argus	1890-11-06	0
blue-grass-blade	1891-01-10	0
the-iola-register	1890-12-26	0
the-camden-chronicle	1890-11-21	0
the-portland-daily-press	1891-02-05	0
the-jersey-city-news	1891-01-17	0
the-weiser-signal	1891-01-29	0
virginia-free-press	1890-12-24	0
the-indianapolis-journal	1891-02-17	0
the-daily-bulletin	1891-01-22	0
the-indiana-state-sentinel	1891-02-11	0
the-saline-county-journal	1891-02-05	0
los-angeles-herald	1891-03-08	0
the-rugby-news	1891-01-24	0
deseret-evening-news	1891-01-29	0
the-indianapolis-journal	1891-02-03	0
omaha-daily-bee	1891-01-27	0.0125
the-black-hills-union	1891-02-27	0
the-forest-republican	1891-03-18	0
the-jersey-city-news	1891-01-03	0
ellsworth-american	1890-12-11	0
the-portland-daily-press	1891-02-11	0
los-cerrillos-rustler	1890-11-21	0
the-daily-morning-astorian	1890-11-21	0
lyon-county-times	1891-01-03	0
the-pacific-commercial-advertiser	1891-03-02	0
bellows-falls-times	1891-02-05	0
the-weiser-signal	1891-01-15	0
the-daily-state-chronicle	1890-12-17	0
watauga-democrat	1890-11-13	0
the-state-republican	1890-11-27	0
the-record-union	1891-02-02	0
the-daily-morning-astorian	1890-11-09	0
los-angeles-herald	1891-03-20	0
daily-yellowstone-journal	1891-03-07	0
the-mitchell-capital	1890-11-07	0
the-manchester-journal	1890-12-04	0
the-herald-advance	1890-12-26	0
deseret-evening-news	1891-01-15	0
the-salt-lake-herald	1890-12-27	0
delaware-gazette-and-state-journal	1890-12-04	0
the-critic	1891-01-27	0
daily-yellowstone-journal	1891-03-13	0
the-opelousas-courier	1890-11-22	0
jamestown-weekly-alert	1890-12-25	0
the-record-union	1891-02-16	0
the-florida-agriculturist	1890-12-10	0
lyon-county-times	1891-01-17	0
the-pacific-commercial-advertiser	1891-03-16	0
the-weiser-signal	1891-01-01	0
the-daily-state-chronicle	1890-12-03	0
the-newtown-bee	1891-03-27	0
shepherdstown-register	1891-01-16	0
sullivan-republican	1890-11-07	0
evening-star	1890-12-23	0
the-globe-republican	1890-12-31	0
the-prison-mirror	1891-02-05	0
daily-independent	1890-11-22	0
freie-presse-für-texas	1890-11-06	0
st	1891-03-05	0
news-and-citizen	1890-12-25	0
pittsburg-dispatch	1891-02-25	0
fair-play	1891-01-31	0
arizona-republican	1890-11-14	0
bismarck-weekly-tribune	1891-02-27	0
fort-worth-daily-gazette	1890-11-14	0
der-westbote	1891-03-19	0
the-sun	1890-12-14	0
wheeling-register	1891-02-09	0
the-southern-herald	1891-01-09	0
the-madison-daily-leader	1891-02-24	0
idaho-news	1890-12-06	0
the-lamar-register	1891-01-31	0
freie-presse-für-texas	1890-11-12	0
st	1891-03-11	0
telegram-herald	1891-01-20	0.0127
elmore-bulletin	1890-12-13	0
warren-sheaf	1891-02-12	0
sturgis-advertiser	1890-11-20	0
the-dalles-daily-chronicle	1890-12-22	0
telegram-herald	1891-01-08	0.0151
the-state-rights-democrat	1891-02-20	0
evening-capital	1891-01-23	0
arizona-republican	1890-11-28	0
wheeling-register	1891-02-21	0
pittsburg-dispatch	1891-02-19	0
wood-river-times	1890-11-21	0
the-sun	1890-12-28	0
the-madison-daily-leader	1891-02-18	0
the-progressive-farmer	1891-03-31	0
fort-worth-daily-gazette	1890-11-28	0
the-abbeville-press-and-banner	1890-11-19	0
perrysburg-journal	1890-12-06	0
vermont-phœnix	1890-12-12	0
morning-journal-and-courier	1891-01-22	0
the-lebanon-express	1891-03-06	0
scranton-wochenblatt	1891-03-26	0
der-fortschritt	1891-03-26	0
alexandria-gazette	1891-02-02	0
dziennik-chicagoski	1891-02-09	0
the-yakima-herald	1890-12-25	0
the-salt-lake-herald	1891-03-29	0
the-st	1891-03-05	0
the-worthington-advance	1891-02-26	0
the-pacific-commercial-advertiser	1890-12-18	0
the-times	1891-01-06	0
kansas-agitator	1891-01-05	0
new-york-tribune	1891-01-06	0
new-york-tribune	1891-01-12	0
dodge-city-times	1891-01-09	0.0165
the-daily-state-chronicle	1891-03-19	0
mower-county-transcript	1890-12-10	0
alexandria-gazette	1891-02-16	0
daily-yellowstone-journal	1890-12-09	0
the-wichita-daily-eagle	1891-02-25	0
the-ketchum-keystone	1891-01-10	0
the-seattle-post-intelligencer	1891-02-13	0
the-central-presbyterian	1891-01-07	0
the-salt-lake-herald	1891-03-15	0
daily-yellowstone-journal	1890-12-21	0
the-morning-news	1891-01-16	0.0187
tombstone-daily-prospector	1891-02-17	0
the-morning-call	1891-01-06	0.0237
evening-journal	1890-11-03	0
evening-capital-journal	1891-02-03	0
the-pacific-commercial-advertiser	1890-12-24	0
the-daily-state-chronicle	1891-03-31	0
the-pacific-commercial-advertiser	1890-12-30	0
the-daily-state-chronicle	1891-03-25	0
evening-journal	1890-11-17	0
evening-capital-journal	1891-02-17	0
tombstone-daily-prospector	1891-02-03	0
the-morning-news	1891-01-02	0.0112
the-wichita-daily-eagle	1891-02-19	0
los-angeles-herald	1890-12-12	0
the-morning-call	1891-01-12	0.0168
the-seattle-post-intelligencer	1891-02-07	0
dziennik-chicagoski	1891-02-21	0
the-salt-lake-herald	1891-03-01	0
daily-tobacco-leaf-chronicle	1891-01-17	0.0322
the-redwood-gazette	1891-03-19	0
waterbury-evening-democrat	1891-01-17	0.0177
the-roanoke-times	1890-11-28	0
the-columbia-herald	1891-03-06	0
the-sun	1891-03-26	0
idaho-county-free-press	1891-03-06	0
the-anaconda-standard	1891-02-25	0
the-helena-independent	1891-01-22	0.0157
crawford-avalanche	1891-03-05	0
st	1890-12-23	0
shenandoah-herald	1890-11-21	0
the-evening-world	1891-02-10	0
oxford-eagle	1891-01-29	0.0236
elmore-bulletin	1891-03-21	0
evening-star	1891-03-05	0
asheville-daily-citizen	1891-01-13	0
the-mccook-tribune	1890-11-07	0
santa-fe-daily-new-mexican	1891-01-21	0
evening-star	1891-03-11	0
asheville-daily-citizen	1891-01-07	0
the-hope-pioneer	1890-11-28	0
the-evening-world	1891-02-04	0
fergus-county-argus	1891-02-19	0
the-wilmington-daily-republican	1890-12-27	0
daily-tobacco-leaf-chronicle	1891-01-03	0.0178
waterbury-evening-democrat	1891-01-03	0.0181
the-sedalia-weekly-bazoo	1890-11-04	0
the-pioche-weekly-record	1891-02-12	0
the-roanoke-times	1890-11-14	0
phillipsburg-herald	1891-02-05	0
santa-fe-daily-new-mexican	1891-01-09	0
oxford-eagle	1891-01-15	0.0195
vermont-phœnix	1891-03-20	0
the-dalles-daily-chronicle	1891-03-04	0
macon-beacon	1890-11-08	0
the-anaconda-standard	1891-02-19	0
la-correspondencia-de-puerto-rico	1891-01-23	0
south-branch-intelligencer	1891-03-13	0
gazeta-de-puerto-rico	1891-03-10	0
the-hope-pioneer	1890-11-14	0
oxford-eagle	1891-01-01	0
ameryka	1890-12-20	0
the-dalles-daily-chronicle	1891-03-10	0
the-manning-times	1891-02-11	0
the-sun	1891-03-17	0
the-roanoke-times	1890-11-19	0
waterbury-evening-democrat	1891-01-26	0.0166
daily-tobacco-leaf-chronicle	1891-01-26	0
the-maryville-times	1890-11-19	0
the-dalles-daily-chronicle	1891-03-09	0
asheville-daily-citizen	1891-01-22	0
the-sully-county-watchman	1891-01-24	0
the-evening-world	1891-02-21	0
fisherman-&-farmer	1891-01-23	0.0175
st	1890-12-12	0
the-anaconda-standard	1891-02-14	0
the-helena-independent	1891-01-13	0.027
st	1890-12-06	0
the-helena-independent	1891-01-07	0.0124
evening-star	1891-03-20	0
santa-fe-daily-new-mexican	1891-01-10	0
der-deutsche-correspondent	1891-02-24	0
the-ohio-democrat	1890-12-20	0
the-sun	1891-03-03	0
news-and-citizen	1891-03-26	0
southern-live-stock-journal	1891-02-12	0
the-roanoke-times	1890-11-25	0
connecticut-western-news	1890-11-26	0
richmond-dispatch	1891-02-27	0
la-correspondencia-de-puerto-rico	1891-01-12	0
the-fairfield-news-and-herald	1890-12-31	0
the-anaconda-standard	1891-02-28	0
hermanner-volksblatt	1891-03-13	0
the-breckenridge-news	1891-01-07	0
the-dalles-daily-chronicle	1891-03-21	0
der-deutsche-correspondent	1891-02-18	0
the-evening-world	1891-02-09	0
la-correspondencia-de-puerto-rico	1891-01-06	0
the-austin-weekly-statesman	1891-03-05	0
savannah-courier	1890-12-18	0
gazeta-de-puerto-rico	1891-03-21	0
the-comet	1890-11-20	0
the-bolivar-bulletin	1891-01-09	0
peninsula-enterprise	1891-03-07	0
süd-california-deutsche-zeitung	1891-02-20	0
barton-county-democrat	1891-02-19	0
the-salt-lake-herald	1891-03-18	0
the-frankfort-roundabout	1890-12-13	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1891-03-21	0
rock-island-daily-argus	1891-02-18	0
the-wheeling-daily-intelligencer	1891-02-18	0
ellsworth-american	1891-03-12	0
the-pacific-commercial-advertiser	1890-12-29	0
the-daily-state-chronicle	1891-03-28	0
the-times	1891-01-23	0.0138
democratic-northwest	1890-11-27	0
new-york-tribune	1891-01-23	0
the-superior-times	1891-03-28	0
the-cape-girardeau-democrat	1891-02-07	0
keowee-courier	1890-11-06	0
the-climax	1891-01-21	0.0157
the-wichita-daily-eagle	1891-02-14	0
the-hawaiian-gazette	1890-12-09	0
essex-county-herald	1891-03-27	0
alexandria-gazette	1891-02-27	0
daily-yellowstone-journal	1890-12-10	0
the-l'anse-sentinel	1891-01-31	0
tombstone-daily-prospector	1891-02-26	0
rock-island-daily-argus	1891-02-24	0
the-morning-news	1891-01-27	0.0134
the-salt-lake-herald	1891-03-24	0
the-seattle-post-intelligencer	1891-02-22	0
dziennik-chicagoski	1891-02-04	0
the-weekly-register	1890-12-10	0
the-pacific-commercial-advertiser	1890-12-15	0
pierre-weekly-free-press	1890-12-25	0
the-wheeling-daily-intelligencer	1891-02-24	0
the-iowa-plain-dealer	1891-01-08	0.02
jamestown-weekly-alert	1891-03-26	0
evening-journal	1890-11-26	0
evening-capital-journal	1891-02-26	0
the-daily-state-chronicle	1891-03-14	0
the-pacific-commercial-advertiser	1890-12-01	0
arizona-silver-belt	1891-02-07	0
the-louisiana-democrat	1891-03-11	0
dziennik-chicagoski	1891-02-10	0
the-superior-times	1891-03-14	0
the-morning-call	1891-01-23	0.0179
the-wichita-daily-eagle	1891-02-28	0
los-angeles-herald	1890-12-23	0
daily-independent	1890-11-13	0
thomas-county-cat	1890-12-11	0
telegram-herald	1891-01-05	0
evening-star	1890-12-12	0
the-weekly-union-times	1890-11-21	0
boletín-mercantil-de-puerto-rico	1891-01-07	0
arizona-republican	1890-11-25	0
the-farmers'-alliance	1891-02-14	0
the-sun	1890-12-31	0.0162
pittsburg-dispatch	1891-02-14	0
the-wilmington-daily-republican	1891-03-24	0
the-advocate	1890-12-24	0
lake-charles-commercial	1891-02-28	0
the-sun	1890-12-25	0
the-evening-bulletin	1891-02-18	0
the-wilmington-daily-republican	1891-03-30	0
the-carbon-advocate	1891-02-14	0
watertown-republican	1891-02-04	0
fort-worth-daily-gazette	1890-11-25	0
telegram-herald	1891-01-11	0.0205
evening-star	1890-12-06	0
indian-chieftain	1891-02-19	0
daily-independent	1890-11-07	0
st	1891-03-20	0
idaho-county-free-press	1890-12-05	0
the-charlotte-democrat	1891-02-06	0
morning-journal-and-courier	1891-01-07	0.0129
iron-county-register	1891-02-26	0
st	1891-03-08	0
gazeta-de-puerto-rico	1890-12-13	0
pittsburg-dispatch	1891-02-28	0
wheeling-register	1891-02-10	0
the-true-northerner	1890-12-10	0
lake-charles-commercial	1891-02-14	0
the-wilmington-daily-republican	1891-03-18	0
wood-river-times	1890-11-04	0
evening-capital	1891-01-12	0
arizona-republican	1890-11-19	0
weekly-independent	1891-03-08	0
the-farmers'-alliance	1891-02-28	0
evening-capital	1891-01-06	0
oxford-democrat	1891-03-31	0
fort-worth-daily-gazette	1890-11-19	0
the-evening-bulletin	1891-02-24	0
the-sun	1890-12-19	0
wheeling-register	1891-02-04	0
the-londonderry-sifter	1890-12-04	0
wood-river-times	1890-11-10	0
the-carbon-advocate	1891-02-28	0
morning-journal-and-courier	1891-01-13	0.0116
the-somerset-herald	1891-02-18	0
morris-tribune	1890-11-12	0
eureka-weekly-sentinel	1891-03-07	0
fergus-falls-ugeblad	1890-11-19	0
the-columbian	1891-01-30	0
the-hartford-herald	1890-11-19	0
the-jersey-city-news	1891-01-26	0
the-daily-morning-astorian	1890-11-04	0
desoto-times	1890-12-18	0
catoctin-clarion	1891-03-05	0
western-liberal	1890-11-07	0
omaha-daily-bee	1891-01-02	0.0156
the-national-tribune	1891-01-01	0
the-daily-bulletin	1891-01-13	0
the-indianapolis-journal	1891-02-26	0
the-yakima-herald	1891-03-26	0
omaha-daily-bee	1891-01-16	0.028
the-national-tribune	1891-01-15	0
the-daily-bulletin	1891-01-07	0
scranton-wochenblatt	1890-12-25	0
the-lebanon-express	1890-12-05	0
the-frankfort-roundabout	1891-03-21	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1890-12-13	0
the-portland-daily-press	1891-02-20	0
the-daily-morning-astorian	1890-11-10	0
the-washburn-leader	1890-11-22	0
semi-weekly-interior-journal	1891-02-20	0
the-watchman-and-southron	1891-03-18	0
the-dickinson-press	1891-01-17	0.0166
the-colfax-chronicle	1890-11-22	0
the-salt-lake-herald	1890-12-02	0
union-county-courier	1890-11-01	0
deseret-evening-news	1891-01-30	0
the-dalles-weekly-chronicle	1891-01-30	0.012
middlebury-register	1890-12-19	0
the-critic	1891-01-02	0.0128
los-angeles-herald	1891-03-11	0
the-hocking-sentinel	1891-02-26	0
the-democrat	1891-02-12	0
los-angeles-herald	1891-03-05	0
the-critic	1891-01-16	0.0118
the-middleburgh-post	1891-01-08	0
workmen's-advocate	1890-12-06	0
the-princeton-union	1891-03-05	0
daily-yellowstone-journal	1891-03-22	0
the-salt-lake-herald	1890-12-16	0
wheeling-sunday-register	1890-12-07	0
the-national-tribune	1891-01-29	0
deseret-evening-news	1891-01-24	0
the-dickinson-press	1891-01-03	0.0195
the-pacific-commercial-advertiser	1891-03-27	0
the-holt-county-sentinel	1891-02-06	0
the-record-union	1891-02-27	0
morning-appeal	1890-11-26	0
the-semi-weekly-tribune	1891-01-07	0.057
waterbury-evening-democrat	1890-12-05	0
daily-tobacco-leaf-chronicle	1890-12-05	0
the-ohio-democrat	1891-01-17	0
the-wilmington-daily-republican	1891-01-21	0
turner-county-herald	1891-01-15	0.0196
st	1891-01-31	0
the-helena-independent	1890-12-30	0.0116
asheville-daily-citizen	1890-12-01	0
iuka-reporter	1890-12-04	0
the-irish-standard	1891-03-28	0
der-deutsche-correspondent	1890-11-13	0
santa-fe-daily-new-mexican	1890-12-27	0
the-democratic-advocate	1890-11-22	0
asheville-daily-citizen	1890-12-15	0
the-sully-county-watchman	1890-12-13	0
telegram-herald	1891-03-14	0
belmont-chronicle	1890-11-27	0
der-deutsche-correspondent	1890-11-07	0
turner-county-herald	1891-01-01	0
shenandoah-herald	1891-02-27	0
st	1891-01-25	0
the-helena-independent	1890-12-24	0
new-ulm-weekly-review	1891-03-04	0
the-anaconda-standard	1890-11-23	0
the-dispatch	1891-02-04	0
weekly-independent	1891-01-25	0.0132
waterbury-evening-democrat	1890-12-11	0
the-democratic-press	1890-12-31	0
daily-tobacco-leaf-chronicle	1890-12-11	0
the-pascagoula-democrat-star	1890-12-26	0
the-ohio-democrat	1891-01-03	0
richmond-dispatch	1890-11-04	0
evening-capital	1891-03-17	0
oxford-democrat	1891-01-20	0
the-roanoke-times	1891-02-06	0
the-breckenridge-news	1890-12-24	0
the-irish-standard	1891-03-14	0
morning-journal-and-courier	1891-03-02	0
turner-county-herald	1891-01-29	0.0115
la-correspondencia-de-puerto-rico	1890-12-31	0
the-new-north-west	1891-02-13	0
griggs-courier	1890-11-07	0
la-correspondencia-de-puerto-rico	1890-12-25	0
morning-journal-and-courier	1891-03-16	0
st	1891-01-19	0.0112
the-hope-pioneer	1891-02-06	0
the-helena-independent	1890-12-18	0
the-port-gibson-reveille	1891-02-04	0
telegram-herald	1891-03-28	0
asheville-daily-citizen	1890-12-29	0
chariton-courier	1890-12-04	0
evening-capital	1891-03-03	0
the-roanoke-times	1891-02-12	0
the-wilmington-daily-republican	1891-01-09	0.0185
connecticut-western-news	1891-02-11	0
the-morning-call	1890-12-28	0
the-wichita-daily-eagle	1890-11-23	0
los-angeles-herald	1891-01-28	0
omaha-daily-bee	1891-03-07	0
the-daily-bulletin	1891-03-16	0
süd-california-deutsche-zeitung	1890-11-03	0
deseret-evening-news	1891-03-09	0
alexandria-gazette	1890-11-10	0
the-times	1890-12-14	0
the-jersey-city-news	1891-03-23	0
new-york-tribune	1890-12-14	0
the-watchman-and-southron	1891-01-21	0
crittenden-press	1890-11-06	0
the-worthington-advance	1890-11-20	0
omaha-daily-bee	1891-03-13	0
the-daily-bulletin	1891-03-02	0
alexandria-gazette	1890-11-04	0
the-seattle-post-intelligencer	1890-11-29	0
orleans-county-monitor	1891-01-12	0
the-frankfort-roundabout	1891-01-24	0
barton-county-democrat	1890-11-06	0
the-hot-springs-star	1891-03-27	0
the-seattle-post-intelligencer	1890-11-01	0
the-morning-call	1890-12-14	0
the-morning-news	1890-12-04	0
rock-island-daily-argus	1890-11-07	0
tombstone-daily-prospector	1890-11-05	0
los-angeles-herald	1891-01-14	0.0106
the-critic	1891-03-07	0
the-wheeling-daily-intelligencer	1890-11-07	0
new-york-tribune	1890-12-28	0
evening-capital-journal	1890-11-11	0
evening-journal	1891-02-11	0
the-times	1890-12-28	0
the-bossier-banner	1891-02-12	0
the-pacific-commercial-advertiser	1891-01-22	0
the-wheeling-daily-intelligencer	1890-11-13	0
evening-capital-journal	1890-11-05	0
evening-journal	1891-02-05	0
arizona-weekly-citizen	1890-11-08	0
the-press	1891-03-05	0
tombstone-daily-prospector	1890-11-11	0
rock-island-daily-argus	1890-11-13	0
the-morning-news	1890-12-10	0
the-l'anse-sentinel	1890-12-06	0
daily-yellowstone-journal	1891-01-27	0.019
deseret-evening-news	1891-03-21	0
the-seattle-post-intelligencer	1890-11-15	0
the-jasper-weekly-courier	1891-02-20	0
evening-star	1891-01-31	0
the-sully-county-watchman	1891-03-21	0
asheville-daily-citizen	1891-03-27	0
bridgeton-pioneer	1891-01-15	0
morning-journal-and-courier	1890-12-18	0
freie-presse-für-texas	1891-02-14	0
the-helena-independent	1891-03-16	0
the-madison-daily-leader	1890-11-22	0
sacramento-daily-record-union	1890-11-28	0
the-sun	1891-01-12	0.0139
the-advocate	1891-01-07	0
wood-county-reporter	1890-11-27	0
waterbury-evening-democrat	1891-03-23	0
the-manitowoc-pilot	1891-02-12	0
arizona-republican	1891-02-06	0
idaho-semi-weekly-world	1891-03-06	0
boletín-mercantil-de-puerto-rico	1890-12-24	0
daily-tobacco-leaf-chronicle	1891-03-23	0
arizona-republican	1891-02-12	0
the-bennington-banner	1891-01-29	0
bismarck-weekly-tribune	1890-11-21	0
evening-capital	1890-12-19	0
pittsburg-dispatch	1890-11-23	0
the-columbus-journal	1890-12-31	0
the-sun	1891-01-06	0.0197
daily-independent	1891-02-24	0
the-helena-independent	1891-03-02	0
bridgeton-pioneer	1891-01-01	0
freie-presse-für-texas	1891-02-28	0
morning-journal-and-courier	1890-12-24	0
la-correspondencia-de-puerto-rico	1891-03-17	0
morris-tribune	1891-02-25	0
hermanner-volksblatt	1891-01-16	0
bridgeton-pioneer	1891-01-29	0
the-dalles-daily-chronicle	1891-01-30	0
the-bennington-banner	1891-01-01	0
evening-capital	1890-12-31	0
the-anderson-intelligencer	1890-12-04	0
sacramento-daily-record-union	1890-11-14	0
the-evening-bulletin	1890-11-13	0
wood-river-times	1891-02-27	0
